customer_id,name,email,signup_date,region,is_active
CUS000858,Customer 858,cus000858@example.com,2022-04-28,North,True
CUS000859,Customer 859,cus000859@example.com,2021-02-08,North,True
CUS000860,Customer 860,cus000860@example.com,2022-12-30,West,False
CUS000861,Customer 861,cus000861@example.com,2023-01-17,East,False
CUS000862,Customer 862,cus000862@example.com,2023-06-19,Central,True
CUS000863,Customer 863,cus000863@example.com,2022-05-31,North,True
CUS000864,Customer 864,cus000864@example.com,2024-03-21,West,False
CUS000865,Customer 865,cus000865@example.com,2023-01-10,West,True
CUS000866,Customer 866,cus000866@example.com,2022-10-16,North,False
CUS000867,Customer 867,cus000867@example.com,2021-09-09,West,True
CUS000868,Customer 868,cus000868@example.com,2023-04-26,West,False
CUS000869,Customer 869,cus000869@example.com,2021-03-08,Central,False
CUS000870,Customer 870,cus000870@example.com,2021-03-23,East,False
CUS000871,Customer 871,cus000871@example.com,2023-10-12,West,True
CUS000872,Customer 872,cus000872@example.com,2023-10-05,South,False
CUS000873,Customer 873,cus000873@example.com,2023-07-22,West,False
CUS000874,Customer 874,cus000874@example.com,2023-12-04,East,True
CUS000875,Customer 875,cus000875@example.com,2023-09-05,West,True
CUS000876,Customer 876,cus000876@example.com,2022-01-09,South,False
CUS000877,Customer 877,cus000877@example.com,2021-01-18,South,False
CUS000878,Customer 878,cus000878@example.com,2022-09-22,South,False
CUS000879,Customer 879,cus000879@example.com,2023-11-20,South,True
CUS000880,Customer 880,cus000880@example.com,2021-06-15,South,False
CUS000881,Customer 881,cus000881@example.com,2021-01-15,West,False
CUS000882,Customer 882,cus000882@example.com,2024-02-23,South,True
CUS000883,Customer 883,cus000883@example.com,2021-10-04,North,True
CUS000884,Customer 884,cus000884@example.com,2023-03-29,South,False
CUS000885,Customer 885,cus000885@example.com,2022-05-09,North,True
CUS000886,Customer 886,cus000886@example.com,2022-07-14,North,False
CUS000887,Customer 887,cus000887@example.com,2021-03-17,West,True
CUS000888,Customer 888,cus000888@example.com,2023-02-02,South,False
CUS000889,Customer 889,cus000889@example.com,2023-10-14,West,False
CUS000890,Customer 890,cus000890@example.com,2022-10-31,West,False
CUS000891,Customer 891,cus000891@example.com,2021-07-19,North,False
CUS000892,Customer 892,cus000892@example.com,2023-02-13,South,False
CUS000893,Customer 893,cus000893@example.com,2022-04-06,Central,False
CUS000894,Customer 894,cus000894@example.com,2022-12-06,South,True
CUS000895,Customer 895,not-an-email,2023-08-26,West,False
CUS000896,Customer 896,cus000896@example.com,2024-02-14,Central,False
CUS000897,Customer 897,cus000897@example.com,2021-03-20,East,True
CUS000898,Customer 898,cus000898@example.com,2023-07-18,North,True
CUS000899,Customer 899,cus000899@example.com,2022-12-25,West,True
CUS000900,Customer 900,not-an-email,2022-02-16,East,False
CUS000901,Customer 901,cus000901@example.com,2021-01-17,Central,True
CUS000902,Customer 902,cus000902@example.com,2022-03-03,South,True
CUS000903,Customer 903,cus000903@example.com,2023-02-15,West,True
CUS000904,Customer 904,cus000904@example.com,2022-06-23,North,True
CUS000905,Customer 905,cus000905@example.com,2022-10-13,Central,False
CUS000906,Customer 906,cus000906@example.com,2022-07-22,North,True
CUS000907,Customer 907,cus000907@example.com,2024-04-08,South,True
CUS000908,Customer 908,cus000908@example.com,2023-11-09,West,False
CUS000909,Customer 909,cus000909@example.com,2021-05-03,West,True
CUS000910,Customer 910,cus000910@example.com,2022-07-22,Central,False
CUS000911,Customer 911,cus000911@example.com,2023-11-24,West,True
CUS000912,Customer 912,cus000912@example.com,2022-10-25,West,False
CUS000913,Customer 913,cus000913@example.com,2021-11-16,Central,False
CUS000914,Customer 914,cus000914@example.com,2021-09-04,East,True
CUS000915,Customer 915,cus000915@example.com,2021-05-18,Central,True
CUS000916,Customer 916,cus000916@example.com,2021-03-13,South,True
CUS000917,Customer 917,cus000917@example.com,2021-02-20,West,True
CUS000918,Customer 918,cus000918@example.com,2023-06-04,West,False
CUS000919,Customer 919,cus000919@example.com,2023-05-29,West,True
CUS000920,Customer 920,cus000920@example.com,2021-02-27,West,True
CUS000921,Customer 921,not-an-email,2021-05-12,Central,True
CUS000922,Customer 922,cus000922@example.com,2023-12-07,South,False
CUS000923,Customer 923,cus000923@example.com,2021-07-04,East,False
CUS000924,Customer 924,cus000924@example.com,2022-08-28,South,False
CUS000925,Customer 925,cus000925@example.com,2023-06-18,West,False
CUS000926,Customer 926,cus000926@example.com,2022-12-03,North,True
CUS000927,Customer 927,cus000927@example.com,2023-04-06,North,True
CUS000928,Customer 928,cus000928@example.com,2023-11-20,Central,False
CUS000929,Customer 929,cus000929@example.com,2021-08-26,North,False
CUS000930,Customer 930,cus000930@example.com,2021-03-29,East,True
CUS000931,Customer 931,cus000931@example.com,2023-08-14,North,False
CUS000932,Customer 932,cus000932@example.com,2021-11-10,West,False
CUS000933,Customer 933,cus000933@example.com,2022-09-14,North,False
CUS000934,Customer 934,cus000934@example.com,2022-11-20,East,True
CUS000935,Customer 935,cus000935@example.com,2022-02-04,South,True
CUS000936,Customer 936,cus000936@example.com,2023-03-25,Central,False
CUS000937,Customer 937,cus000937@example.com,2023-10-21,South,False
CUS000938,Customer 938,cus000938@example.com,2021-10-07,South,False
CUS000939,Customer 939,cus000939@example.com,2023-06-13,East,False
CUS000940,Customer 940,cus000940@example.com,2024-04-04,East,True
CUS000941,Customer 941,cus000941@example.com,2023-03-15,Central,True
CUS000942,Customer 942,cus000942@example.com,2022-03-17,West,False
CUS000943,Customer 943,cus000943@example.com,2021-09-15,East,False
CUS000944,Customer 944,cus000944@example.com,2023-11-07,North,True
CUS000945,Customer 945,cus000945@example.com,2022-04-29,North,True
CUS000946,Customer 946,cus000946@example.com,2022-09-20,South,True
CUS000947,Customer 947,cus000947@example.com,2021-09-13,West,False
CUS000948,Customer 948,cus000948@example.com,2023-07-21,North,False
CUS000949,Customer 949,cus000949@example.com,2021-11-09,West,False
CUS000950,Customer 950,cus000950@example.com,2023-09-29,Central,False
CUS000951,Customer 951,cus000951@example.com,2022-06-06,West,True
CUS000952,Customer 952,cus000952@example.com,2021-07-13,Central,False
CUS000953,Customer 953,cus000953@example.com,2023-11-07,West,True
CUS000954,Customer 954,cus000954@example.com,2023-05-01,North,False
CUS000955,Customer 955,cus000955@example.com,2024-04-04,West,False
CUS000956,Customer 956,cus000956@example.com,2023-08-04,Central,True
CUS000957,Customer 957,cus000957@example.com,2021-08-22,South,False
CUS000958,Customer 958,cus000958@example.com,2024-02-02,Central,True
CUS000959,Customer 959,cus000959@example.com,2021-11-21,East,True
CUS000960,Customer 960,cus000960@example.com,2021-05-14,North,False
CUS000961,Customer 961,cus000961@example.com,2022-12-25,West,True
CUS000962,Customer 962,cus000962@example.com,2021-08-28,North,False
CUS000963,Customer 963,cus000963@example.com,2023-05-19,South,False
CUS000964,Customer 964,cus000964@example.com,2024-02-21,East,False
CUS000965,Customer 965,cus000965@example.com,2022-01-13,East,False
CUS000966,Customer 966,cus000966@example.com,2023-05-01,Central,True
CUS000967,Customer 967,cus000967@example.com,2023-01-05,West,True
CUS000968,Customer 968,cus000968@example.com,2023-10-20,East,False
CUS000969,Customer 969,cus000969@example.com,2023-12-29,Central,False
CUS000970,Customer 970,cus000970@example.com,2022-02-26,North,False
CUS000971,Customer 971,cus000971@example.com,2024-03-05,Central,True
CUS000972,Customer 972,cus000972@example.com,2022-07-07,North,True
CUS000973,Customer 973,cus000973@example.com,2021-07-09,West,False
CUS000974,Customer 974,,2021-04-23,North,True
CUS000975,Customer 975,cus000975@example.com,2024-01-28,South,False
CUS000976,Customer 976,cus000976@example.com,2023-02-03,North,True
CUS000977,Customer 977,cus000977@example.com,2022-10-14,West,False
CUS000978,Customer 978,cus000978@example.com,2022-10-22,East,False
CUS000979,Customer 979,cus000979@example.com,2022-03-19,South,False
CUS000980,Customer 980,cus000980@example.com,2022-03-20,East,True
CUS000981,Customer 981,cus000981@example.com,2022-10-17,East,False
CUS000982,Customer 982,cus000982@example.com,2022-04-06,South,True
CUS000983,Customer 983,cus000983@example.com,2021-04-27,East,True
CUS000984,Customer 984,cus000984@example.com,2022-01-04,West,True
CUS000985,Customer 985,cus000985@example.com,2022-02-27,Central,False
CUS000986,Customer 986,cus000986@example.com,2022-06-29,East,False
CUS000987,Customer 987,cus000987@example.com,2021-03-23,Central,False
CUS000988,Customer 988,cus000988@example.com,2021-03-14,South,True
CUS000989,Customer 989,cus000989@example.com,2023-12-03,West,True
CUS000990,Customer 990,cus000990@example.com,2021-05-03,South,False
CUS000991,Customer 991,cus000991@example.com,2022-09-04,East,True
CUS000992,Customer 992,cus000992@example.com,2022-11-07,East,True
CUS000993,Customer 993,cus000993@example.com,2022-03-05,South,True
CUS000994,Customer 994,cus000994@example.com,2024-04-11,South,False
CUS000995,Customer 995,cus000995@example.com,2022-10-14,North,True
CUS000996,Customer 996,cus000996@example.com,2021-08-04,North,False
CUS000997,Customer 997,cus000997@example.com,2024-03-12,West,True
CUS000998,Customer 998,cus000998@example.com,2023-01-05,West,True
CUS000999,Customer 999,cus000999@example.com,2022-07-02,West,True
CUS001000,Customer 1000,cus001000@example.com,2021-09-26,East,True
CUS001001,Customer 1001,cus001001@example.com,2021-07-10,North,True
CUS001002,Customer 1002,cus001002@example.com,2023-06-23,South,True
CUS001003,Customer 1003,cus001003@example.com,2022-09-12,East,True
CUS001004,Customer 1004,cus001004@example.com,2022-11-28,East,True
CUS001005,Customer 1005,cus001005@example.com,2021-05-30,Central,False
CUS001006,Customer 1006,cus001006@example.com,2023-06-17,North,True
CUS001007,Customer 1007,cus001007@example.com,2023-06-28,East,False
CUS001008,Customer 1008,cus001008@example.com,2021-04-22,West,True
CUS001009,Customer 1009,cus001009@example.com,2021-07-11,Central,False
CUS001010,Customer 1010,cus001010@example.com,2023-04-04,East,False
CUS001011,Customer 1011,cus001011@example.com,2021-05-11,South,True
CUS001012,Customer 1012,cus001012@example.com,2023-05-16,Central,False
CUS001013,Customer 1013,cus001013@example.com,2023-12-28,Central,True
CUS001014,Customer 1014,cus001014@example.com,2021-08-06,South,True
CUS001015,Customer 1015,cus001015@example.com,2022-02-09,West,True
CUS001016,Customer 1016,cus001016@example.com,2021-02-01,North,True
CUS001017,Customer 1017,cus001017@example.com,2021-07-07,West,True
CUS001018,Customer 1018,cus001018@example.com,2022-12-12,Central,False
CUS001019,Customer 1019,cus001019@example.com,2022-07-07,East,True
CUS001020,Customer 1020,cus001020@example.com,2024-01-08,North,True
CUS001021,Customer 1021,cus001021@example.com,2023-01-11,South,False
CUS001022,Customer 1022,cus001022@example.com,2022-12-20,East,True
CUS001023,Customer 1023,cus001023@example.com,2021-05-14,North,False
CUS001024,Customer 1024,cus001024@example.com,2021-08-19,East,True
CUS001025,Customer 1025,cus001025@example.com,2021-05-04,East,False
CUS001026,Customer 1026,cus001026@example.com,2022-07-08,South,True
CUS001027,Customer 1027,cus001027@example.com,2022-04-30,South,True
CUS001028,Customer 1028,cus001028@example.com,2022-01-19,North,True
CUS001029,Customer 1029,cus001029@example.com,2022-06-29,North,False
CUS001030,Customer 1030,cus001030@example.com,2023-05-28,West,True
CUS001031,Customer 1031,cus001031@example.com,2021-12-15,East,True
CUS001032,Customer 1032,cus001032@example.com,2023-04-11,West,True
CUS001033,Customer 1033,not-an-email,2021-08-11,West,False
CUS001034,Customer 1034,cus001034@example.com,2021-10-16,North,False
CUS001035,Customer 1035,cus001035@example.com,2021-08-29,South,False
CUS001036,Customer 1036,cus001036@example.com,2023-01-11,North,True
CUS001037,Customer 1037,cus001037@example.com,2021-03-12,Central,False
CUS001038,Customer 1038,not-an-email,2024-01-22,East,True
CUS001039,Customer 1039,cus001039@example.com,2022-08-10,East,True
CUS001040,Customer 1040,not-an-email,2021-02-16,Central,False
CUS001041,Customer 1041,cus001041@example.com,2021-10-11,South,False
CUS001042,Customer 1042,cus001042@example.com,2021-10-28,West,True
CUS001043,Customer 1043,cus001043@example.com,2021-02-09,South,False
CUS001044,Customer 1044,cus001044@example.com,2023-10-28,East,True
CUS001045,Customer 1045,cus001045@example.com,2023-09-15,North,False
CUS001046,Customer 1046,cus001046@example.com,2021-06-25,North,True
CUS001047,Customer 1047,cus001047@example.com,2021-01-01,Central,True
CUS001048,Customer 1048,cus001048@example.com,2022-04-02,North,False
CUS001049,Customer 1049,cus001049@example.com,2022-03-21,West,True
CUS001050,Customer 1050,cus001050@example.com,2022-03-18,Central,True
CUS001051,Customer 1051,cus001051@example.com,2022-03-31,Central,False
CUS001052,Customer 1052,cus001052@example.com,2023-08-31,West,True
CUS001053,Customer 1053,cus001053@example.com,2023-03-03,West,True
CUS001054,Customer 1054,cus001054@example.com,2023-05-11,West,False
CUS001055,Customer 1055,cus001055@example.com,2022-06-05,Central,False
CUS001056,Customer 1056,cus001056@example.com,2023-02-08,East,True
CUS001057,Customer 1057,cus001057@example.com,2023-05-09,South,False
CUS001058,Customer 1058,cus001058@example.com,2022-12-17,North,False
CUS001059,Customer 1059,cus001059@example.com,2024-02-26,South,True
CUS001060,Customer 1060,cus001060@example.com,2021-09-30,Central,False
CUS001061,Customer 1061,cus001061@example.com,2023-02-05,North,False
CUS001062,Customer 1062,,2022-05-18,Central,True
CUS001063,Customer 1063,cus001063@example.com,2021-11-23,South,False
CUS001064,Customer 1064,cus001064@example.com,2023-10-17,North,False
CUS001065,Customer 1065,cus001065@example.com,2022-05-03,East,True
CUS001066,Customer 1066,cus001066@example.com,2024-04-09,North,False
CUS001067,Customer 1067,cus001067@example.com,2021-11-23,East,True
CUS001068,Customer 1068,cus001068@example.com,2021-04-18,South,False
CUS001069,Customer 1069,cus001069@example.com,2021-03-22,South,True
CUS001070,Customer 1070,cus001070@example.com,2021-10-20,East,False
CUS001071,Customer 1071,cus001071@example.com,2023-05-20,East,False
CUS001072,Customer 1072,not-an-email,2023-04-06,North,False
CUS001073,Customer 1073,cus001073@example.com,2023-12-10,West,True
CUS001074,Customer 1074,cus001074@example.com,2022-04-08,North,True
CUS001075,Customer 1075,cus001075@example.com,2022-07-11,Central,False
CUS001076,Customer 1076,cus001076@example.com,2021-04-24,South,True
CUS001077,Customer 1077,cus001077@example.com,2022-05-23,Central,False
CUS001078,Customer 1078,cus001078@example.com,2022-10-28,North,True
CUS001079,Customer 1079,cus001079@example.com,2021-09-13,North,True
CUS001080,Customer 1080,cus001080@example.com,2021-09-21,Central,True
CUS001081,Customer 1081,cus001081@example.com,2022-07-03,West,True
CUS001082,Customer 1082,cus001082@example.com,2024-01-19,South,False
CUS001083,Customer 1083,cus001083@example.com,2022-06-17,West,True
CUS001084,Customer 1084,cus001084@example.com,2022-11-03,South,False
CUS001085,Customer 1085,cus001085@example.com,2021-01-30,South,True
CUS001086,Customer 1086,cus001086@example.com,2021-02-20,Central,False
CUS001087,Customer 1087,cus001087@example.com,2022-12-21,West,False
CUS001088,Customer 1088,cus001088@example.com,2023-05-28,Central,True
CUS001089,Customer 1089,cus001089@example.com,2022-10-28,East,True
CUS001090,Customer 1090,cus001090@example.com,2022-04-05,Central,True
CUS001091,Customer 1091,cus001091@example.com,2022-10-07,West,False
CUS001092,Customer 1092,not-an-email,2022-12-31,East,True
CUS001093,Customer 1093,cus001093@example.com,2021-05-22,South,False
CUS001094,Customer 1094,cus001094@example.com,2022-08-08,East,True
CUS001095,Customer 1095,cus001095@example.com,2023-10-25,North,True
CUS001096,Customer 1096,cus001096@example.com,2021-05-30,West,True
CUS001097,Customer 1097,cus001097@example.com,2021-06-20,West,False
CUS001098,Customer 1098,cus001098@example.com,2023-04-17,Central,True
CUS001099,Customer 1099,cus001099@example.com,2021-03-08,West,True
CUS001100,Customer 1100,cus001100@example.com,2022-01-08,North,False
CUS001101,Customer 1101,cus001101@example.com,2022-01-24,Central,True
CUS001102,Customer 1102,cus001102@example.com,2022-06-22,West,True
CUS001103,Customer 1103,cus001103@example.com,2023-03-17,West,False
CUS001104,Customer 1104,cus001104@example.com,2022-09-22,South,True
CUS001105,Customer 1105,cus001105@example.com,2021-03-15,East,True
CUS001106,Customer 1106,cus001106@example.com,2023-02-15,Central,False
CUS001107,Customer 1107,cus001107@example.com,2023-05-31,East,False
CUS001108,Customer 1108,cus001108@example.com,2021-03-09,West,True
CUS001109,Customer 1109,cus001109@example.com,2021-08-27,Central,True
CUS001110,Customer 1110,cus001110@example.com,2024-02-29,West,True
CUS001111,Customer 1111,cus001111@example.com,2023-08-09,South,False
CUS001112,Customer 1112,cus001112@example.com,2021-03-10,East,False
CUS001113,Customer 1113,cus001113@example.com,2023-04-29,East,False
CUS001114,Customer 1114,cus001114@example.com,2022-02-15,Central,False
CUS001115,Customer 1115,cus001115@example.com,2022-07-16,Central,False
CUS001116,Customer 1116,cus001116@example.com,2021-09-01,East,True
CUS001117,Customer 1117,cus001117@example.com,2022-02-18,South,True
CUS001118,Customer 1118,cus001118@example.com,2023-08-03,East,False
CUS001119,Customer 1119,cus001119@example.com,2021-12-14,North,False
CUS001120,Customer 1120,cus001120@example.com,2023-03-13,South,True
CUS001121,Customer 1121,cus001121@example.com,2022-08-26,North,True
CUS001122,Customer 1122,cus001122@example.com,2023-07-10,South,False
CUS001123,Customer 1123,cus001123@example.com,2021-09-02,East,False
CUS001124,Customer 1124,cus001124@example.com,2022-05-28,Central,False
CUS001125,Customer 1125,cus001125@example.com,2021-01-25,South,True
CUS001126,Customer 1126,,2023-10-18,East,False
CUS001127,Customer 1127,cus001127@example.com,2023-07-26,Central,True
CUS001128,Customer 1128,cus001128@example.com,2023-02-09,North,False
CUS001129,Customer 1129,cus001129@example.com,2022-10-15,West,True
CUS001130,Customer 1130,not-an-email,2022-12-09,North,True
CUS001131,Customer 1131,cus001131@example.com,2024-01-27,Central,True
CUS001132,Customer 1132,cus001132@example.com,2024-01-03,Central,True
CUS001133,Customer 1133,cus001133@example.com,2023-10-16,South,False
CUS001134,Customer 1134,cus001134@example.com,2021-09-16,Central,True
CUS001135,Customer 1135,cus001135@example.com,2021-11-13,East,True
CUS001136,Customer 1136,cus001136@example.com,2023-01-24,West,True
CUS001137,Customer 1137,cus001137@example.com,2022-03-29,North,False
CUS001138,Customer 1138,cus001138@example.com,2021-10-02,East,True
CUS001139,Customer 1139,cus001139@example.com,2022-12-24,Central,False
CUS001140,Customer 1140,cus001140@example.com,2021-12-20,South,True
CUS001141,Customer 1141,cus001141@example.com,2023-06-20,East,True
CUS001142,Customer 1142,cus001142@example.com,2024-01-31,East,True
CUS001143,Customer 1143,cus001143@example.com,2022-09-22,North,False
CUS001144,Customer 1144,cus001144@example.com,2021-05-07,West,True
CUS001145,Customer 1145,cus001145@example.com,2022-06-12,Central,False
CUS001146,Customer 1146,cus001146@example.com,2022-07-04,West,True
CUS001147,Customer 1147,cus001147@example.com,2023-11-02,Central,False
CUS001148,Customer 1148,cus001148@example.com,2022-04-20,East,True
CUS001149,Customer 1149,cus001149@example.com,2023-03-24,East,False
CUS001150,Customer 1150,cus001150@example.com,2022-03-27,Central,False
CUS001151,Customer 1151,cus001151@example.com,2021-04-11,West,True
CUS001152,Customer 1152,cus001152@example.com,2022-11-17,North,True
CUS001153,Customer 1153,cus001153@example.com,2023-09-07,West,True
CUS001154,Customer 1154,cus001154@example.com,2023-02-04,East,False
CUS001155,Customer 1155,cus001155@example.com,2023-01-13,Central,False
CUS001156,Customer 1156,cus001156@example.com,2022-11-15,South,True
CUS001157,Customer 1157,cus001157@example.com,2023-07-13,East,True
CUS001158,Customer 1158,cus001158@example.com,2021-09-03,North,True
CUS001159,Customer 1159,cus001159@example.com,2023-11-07,Central,False
CUS001160,Customer 1160,cus001160@example.com,2021-07-09,West,True
CUS001161,Customer 1161,cus001161@example.com,2023-07-30,North,False
CUS001162,Customer 1162,cus001162@example.com,2023-07-19,Central,False
CUS001163,Customer 1163,cus001163@example.com,2022-10-17,North,True
CUS001164,Customer 1164,cus001164@example.com,2023-01-13,South,False
CUS001165,Customer 1165,cus001165@example.com,2022-08-23,North,False
CUS001166,Customer 1166,cus001166@example.com,2021-12-10,North,True
CUS001167,Customer 1167,cus001167@example.com,2022-04-20,Central,True
CUS001168,Customer 1168,cus001168@example.com,2021-05-05,South,True
CUS001169,Customer 1169,cus001169@example.com,2022-01-28,Central,True
CUS001170,Customer 1170,cus001170@example.com,2023-08-17,Central,False
CUS001171,Customer 1171,cus001171@example.com,2021-07-03,Central,True
CUS001172,Customer 1172,cus001172@example.com,2022-07-14,South,True
CUS001173,Customer 1173,cus001173@example.com,2021-06-23,West,True
CUS001174,Customer 1174,cus001174@example.com,2022-09-02,Central,True
CUS001175,Customer 1175,cus001175@example.com,2023-07-23,Central,True
CUS001176,Customer 1176,cus001176@example.com,2021-02-16,East,True
CUS001177,Customer 1177,cus001177@example.com,2023-10-09,Central,False
CUS001178,Customer 1178,cus001178@example.com,2021-03-04,West,True
CUS001179,Customer 1179,cus001179@example.com,2021-06-16,Central,False
CUS001180,Customer 1180,cus001180@example.com,2023-01-09,North,True
CUS001181,Customer 1181,cus001181@example.com,2022-08-04,West,False
CUS001182,Customer 1182,cus001182@example.com,2022-07-10,North,False
CUS001183,Customer 1183,cus001183@example.com,2021-11-11,West,False
CUS001184,Customer 1184,cus001184@example.com,2023-04-01,North,True
CUS001185,Customer 1185,cus001185@example.com,2022-12-08,North,False
CUS001186,Customer 1186,cus001186@example.com,2023-05-18,East,False
CUS001187,Customer 1187,cus001187@example.com,2022-08-29,East,False
CUS001188,Customer 1188,cus001188@example.com,2023-08-18,South,False
CUS001189,Customer 1189,cus001189@example.com,2023-07-01,Central,True
CUS001190,Customer 1190,cus001190@example.com,2022-10-22,North,True
CUS001191,Customer 1191,cus001191@example.com,2024-03-07,West,True
CUS001192,Customer 1192,cus001192@example.com,2022-06-09,West,True
CUS001193,Customer 1193,cus001193@example.com,2021-12-23,East,False
CUS001194,Customer 1194,cus001194@example.com,2022-12-08,South,True
CUS001195,Customer 1195,cus001195@example.com,2023-08-14,Central,False
CUS001196,Customer 1196,cus001196@example.com,2023-01-24,North,True
CUS001197,Customer 1197,cus001197@example.com,2021-08-06,East,True
CUS001198,Customer 1198,,2022-06-21,West,False
CUS001199,Customer 1199,cus001199@example.com,2023-02-05,North,True
CUS001200,Customer 1200,cus001200@example.com,2021-03-14,East,False
CUS001201,Customer 1201,cus001201@example.com,2021-09-13,South,True
CUS001202,Customer 1202,cus001202@example.com,2021-12-07,West,False
CUS001203,Customer 1203,cus001203@example.com,2021-07-10,South,True
CUS001204,Customer 1204,cus001204@example.com,2021-12-20,Central,True
CUS001205,Customer 1205,cus001205@example.com,2023-10-17,Central,True
CUS001206,Customer 1206,cus001206@example.com,2022-06-25,West,True
CUS001207,Customer 1207,cus001207@example.com,2023-04-19,South,False
CUS001208,Customer 1208,cus001208@example.com,2022-08-05,Central,True
CUS001209,Customer 1209,cus001209@example.com,2022-07-13,Central,False
CUS001210,Customer 1210,cus001210@example.com,2021-08-24,East,False
CUS001211,Customer 1211,cus001211@example.com,2021-04-17,North,False
CUS001212,Customer 1212,cus001212@example.com,2022-08-14,West,True
CUS001213,Customer 1213,cus001213@example.com,2023-04-25,South,False
CUS001214,Customer 1214,cus001214@example.com,2023-07-06,North,False
CUS001215,Customer 1215,cus001215@example.com,2023-01-06,South,False
CUS001216,Customer 1216,cus001216@example.com,2021-08-30,East,False
CUS001217,Customer 1217,cus001217@example.com,2021-08-11,North,True
CUS001218,Customer 1218,cus001218@example.com,2023-12-21,South,True
CUS001219,Customer 1219,cus001219@example.com,2023-09-06,South,False
CUS001220,Customer 1220,cus001220@example.com,2021-07-26,East,True
CUS001221,Customer 1221,cus001221@example.com,2023-05-02,South,True
CUS001222,Customer 1222,cus001222@example.com,2024-04-14,North,False
CUS001223,Customer 1223,cus001223@example.com,2021-10-19,North,True
CUS001224,Customer 1224,cus001224@example.com,2023-06-02,North,False
CUS001225,Customer 1225,cus001225@example.com,2021-05-03,North,True
CUS001226,Customer 1226,cus001226@example.com,2023-10-23,East,True
CUS001227,Customer 1227,cus001227@example.com,2022-06-29,East,True
CUS001228,Customer 1228,cus001228@example.com,2022-09-14,West,False
CUS001229,Customer 1229,cus001229@example.com,2023-02-17,West,True
CUS001230,Customer 1230,cus001230@example.com,2021-01-12,South,True
CUS001231,Customer 1231,cus001231@example.com,2022-06-29,West,False
CUS001232,Customer 1232,not-an-email,2022-07-22,East,True
CUS001233,Customer 1233,cus001233@example.com,2021-09-18,East,False
CUS001234,Customer 1234,cus001234@example.com,2023-03-30,Central,True
CUS001235,Customer 1235,,2021-07-28,West,False
CUS001236,Customer 1236,cus001236@example.com,2023-12-30,North,False
CUS001237,Customer 1237,cus001237@example.com,2024-01-11,South,False
CUS001238,Customer 1238,cus001238@example.com,2023-05-17,North,False
CUS001239,Customer 1239,cus001239@example.com,2021-07-23,South,True
CUS001240,Customer 1240,cus001240@example.com,2024-04-05,South,True
CUS001241,Customer 1241,cus001241@example.com,2022-08-24,East,False
CUS001242,Customer 1242,cus001242@example.com,2021-06-20,East,False
CUS001243,Customer 1243,cus001243@example.com,2021-11-24,West,True
CUS001244,Customer 1244,cus001244@example.com,2022-09-29,South,True
CUS001245,Customer 1245,cus001245@example.com,2023-02-10,South,False
CUS001246,Customer 1246,cus001246@example.com,2022-12-04,North,False
CUS001247,Customer 1247,,2022-03-22,Central,False
CUS001248,Customer 1248,cus001248@example.com,2021-09-20,Central,False
CUS001249,Customer 1249,cus001249@example.com,2022-01-23,Central,False
CUS001250,Customer 1250,cus001250@example.com,2022-01-20,North,False
CUS001251,Customer 1251,cus001251@example.com,2021-11-05,Central,True
CUS001252,Customer 1252,cus001252@example.com,2022-04-12,South,True
CUS001253,Customer 1253,cus001253@example.com,2023-12-17,West,True
CUS001254,Customer 1254,cus001254@example.com,2021-04-07,Central,True
CUS001255,Customer 1255,cus001255@example.com,2021-09-02,West,False
CUS001256,Customer 1256,cus001256@example.com,2023-10-05,West,True
CUS001257,Customer 1257,cus001257@example.com,2023-04-24,East,False
CUS001258,Customer 1258,cus001258@example.com,2023-07-12,North,True
CUS001259,Customer 1259,cus001259@example.com,2021-12-29,Central,False
CUS001260,Customer 1260,cus001260@example.com,2022-07-23,Central,False
CUS001261,Customer 1261,cus001261@example.com,2022-04-04,South,False
CUS001262,Customer 1262,cus001262@example.com,2024-01-01,East,False
CUS001263,Customer 1263,cus001263@example.com,2023-06-26,West,True
CUS001264,Customer 1264,cus001264@example.com,2022-05-29,West,False
CUS001265,Customer 1265,cus001265@example.com,2023-02-24,Central,False
CUS001266,Customer 1266,cus001266@example.com,2023-01-22,Central,False
CUS001267,Customer 1267,cus001267@example.com,2022-11-18,Central,False
CUS001268,Customer 1268,cus001268@example.com,2022-06-16,West,False
CUS001269,Customer 1269,cus001269@example.com,2021-01-18,West,False
CUS001270,Customer 1270,cus001270@example.com,2021-03-06,South,True
CUS001271,Customer 1271,cus001271@example.com,2022-08-16,North,True
CUS001272,Customer 1272,cus001272@example.com,2021-10-20,East,True
CUS001273,Customer 1273,cus001273@example.com,2021-02-28,East,True
CUS001274,Customer 1274,cus001274@example.com,2023-01-07,West,True
CUS001275,Customer 1275,cus001275@example.com,2023-10-04,East,False
CUS001276,Customer 1276,cus001276@example.com,2023-10-24,West,True
CUS001277,Customer 1277,cus001277@example.com,2022-12-19,South,False
CUS001278,Customer 1278,cus001278@example.com,2021-06-12,South,True
CUS001279,Customer 1279,cus001279@example.com,2021-10-30,West,True
CUS001280,Customer 1280,cus001280@example.com,2022-10-15,East,True
CUS001281,Customer 1281,cus001281@example.com,2023-01-21,East,False
CUS001282,Customer 1282,cus001282@example.com,2021-09-27,North,False
CUS001283,Customer 1283,cus001283@example.com,2022-08-18,South,True
CUS001284,Customer 1284,cus001284@example.com,2022-10-04,East,True
